編號,學校,科系,招生名額,分發人數,比例,備註
46,銘傳大學,經濟與金融學系金融理財組（桃園校區）(046402),19,6,32%,
46,銘傳大學,經濟與金融學系產業經濟組（桃園校區）(046412),19,8,42%,
46,銘傳大學,金融科技應用學士學位學程（桃園校區）(046422),33,21,64%,
46,銘傳大學,資訊管理學系人工智慧應用組（桃園校區）(046432),36,36,100%,
46,銘傳大學,資訊管理學系巨量資料管理組（桃園校區）(046442),36,36,100%,
46,銘傳大學,資訊管理學系電子商務管理組（桃園校區）(046452),37,37,100%,
46,銘傳大學,人工智慧應用學系（桃園校區）(046462),75,75,100%,
46,銘傳大學,資訊工程學系（桃園校區）(046472),75,68,91%,
46,銘傳大學,資訊工程學系(APCS組．桃園校區)(046482),3,3,100%,
46,銘傳大學,電子工程學系半導體光電組（桃園校區）(046492),27,18,67%,
46,銘傳大學,電子工程學系計算機應用組（桃園校區）(046502),33,20,61%,
46,銘傳大學,電腦與通訊工程學系（桃園校區）(046512),69,20,29%,
46,銘傳大學,醫療資訊與管理學系健康產業管理組（桃園校區）(046522),36,36,100%,
46,銘傳大學,醫療資訊與管理學系醫療資訊組（桃園校區）(046532),25,25,100%,
46,銘傳大學,生物科技學系生物醫學組（桃園校區）(046542),21,5,24%,
46,銘傳大學,生物科技學系食品生技組（桃園校區）(046552),42,28,67%,
46,銘傳大學,生物醫學工程學系專利醫材組（桃園校區）(046562),12,7,58%,
46,銘傳大學,生物醫學工程學系智慧醫療組（桃園校區）(046572),14,4,29%,
46,銘傳大學,企業管理學系(青年儲蓄帳戶組．臺北校區)(046582),1,0,0%,
46,銘傳大學,風險管理與保險學系(青年儲蓄帳戶組．臺北校區)(046592),1,1,100%,
46,銘傳大學,新聞學系(青年儲蓄帳戶組．臺北校區)(046602),1,0,0%,
46,銘傳大學,法律學系(青年儲蓄帳戶組．臺北校區)(046612),1,0,0%,
46,銘傳大學,財金法律學系(青年儲蓄帳戶組．臺北校區)(046622),1,0,0%,
46,銘傳大學,金融科技應用學士學位學程(青年儲蓄帳戶組．桃園校區)(046632),1,0,0%,
47,世新大學,新聞學系(047012),73,52,71%,
47,世新大學,廣播電視電影學系廣播組(047022),67,67,100%,
47,世新大學,廣播電視電影學系電視組(047032),89,86,97%,
47,世新大學,廣播電視電影學系電影組(047042),67,67,100%,
47,世新大學,圖文傳播學系(047052),67,54,81%,
47,世新大學,公共關係暨廣告學系(047062),112,85,76%,
47,世新大學,口語傳播暨社群媒體學系(047072),67,60,90%,
47,世新大學,資訊傳播學系(047082),50,42,84%,
47,世新大學,數位多媒體設計學系動畫設計組(047092),48,38,79%,
47,世新大學,數位多媒體設計學系遊戲設計組(047102),11,6,55%,
47,世新大學,傳播管理學系(047112),92,63,68%,
47,世新大學,資訊管理學系資訊管理組(047122),34,19,56%,
47,世新大學,資訊管理學系資訊科技組(047132),6,6,100%,
47,世新大學,資訊管理學系智慧網路應用組(047142),12,7,58%,
47,世新大學,財務金融學系(047152),23,19,83%,
47,世新大學,行政管理學系(047162),16,10,63%,
47,世新大學,觀光學系餐旅經營管理組(047172),10,10,100%,
47,世新大學,觀光學系旅遊暨休閒事業管理組(047182),10,10,100%,
47,世新大學,觀光學系觀光規劃暨資源管理組(047192),10,7,70%,
47,世新大學,經濟學系(047202),23,12,52%,
47,世新大學,企業管理學系(047212),11,11,100%,
47,世新大學,社會心理學系(047222),16,3,19%,
47,世新大學,英語暨傳播應用學系(047232),8,7,88%,
47,世新大學,中國文學系(047242),10,6,60%,
47,世新大學,日本語文學系(047252),28,12,43%,
47,世新大學,法律學系(047262),64,41,64%,
50,實踐大學,食品營養與保健生技學系(臺北校區)(050012),54,54,100%,甄試總成績學測佔0%
50,實踐大學,社會工作學系(臺北校區)(050022),45,30,67%,甄試總成績學測佔0%
50,實踐大學,家庭研究與兒童發展學系(臺北校區)(050032),23,15,65%,甄試總成績學測佔0%
50,實踐大學,餐飲管理學系廚藝組(臺北校區)(050042),12,12,100%,甄試總成績學測佔0%
50,實踐大學,餐飲管理學系餐旅組(臺北校區)(050052),10,10,100%,甄試總成績學測佔0%
50,實踐大學,法律學系(臺北校區)(050062),20,20,100%,甄試總成績學測佔10%
50,實踐大學,服裝設計學系(臺北校區)(050072),81,81,100%,甄試總成績學測佔40%+術科+面試
50,實踐大學,媒體傳達設計學系數位3D動畫設計組(臺北校區)(050082),25,25,100%,甄試總成績學測佔0%
50,實踐大學,媒體傳達設計學系創意媒體設計組(臺北校區)(050092),25,16,64%,甄試總成績學測佔0%
50,實踐大學,工業產品設計學系(臺北校區)(050102),41,40,98%,甄試總成績學測佔0%
50,實踐大學,建築設計學系Ａ組(臺北校區)(050112),14,14,100%,甄試總成績學測佔0%
50,實踐大學,建築設計學系Ｂ組(臺北校區)(050122),10,10,100%,甄試總成績學測佔0%
50,實踐大學,會計學系(臺北校區)(050132),40,27,68%,甄試總成績學測佔20%
50,實踐大學,國際經營與貿易學系(臺北校區)(050142),40,15,38%,甄試總成績學測佔10%
50,實踐大學,企業管理學系(臺北校區)(050152),40,40,100%,甄試總成績學測佔10%
50,實踐大學,財務金融學系(臺北校區)(050162),58,36,62%,甄試總成績學測佔20%
50,實踐大學,財務金融學系青年儲蓄帳戶組(臺北校區)(050172),1,0,0%,甄試總成績學測佔0%
50,實踐大學,風險管理與保險學系(臺北校區)(050182),58,58,100%,甄試總成績學測佔20%
50,實踐大學,應用外語學系(臺北校區)(050192),24,5,21%,甄試總成績學測佔10%
50,實踐大學,應用外語學系數位應用組(臺北校區)(050202),14,14,100%,甄試總成績學測佔10%
50,實踐大學,資訊科技與管理學系(臺北校區)(050212),43,27,63%,甄試總成績學測佔10%
50,實踐大學,資訊科技與管理學系APCS組(臺北校區)(050222),3,3,100%,甄試總成績學測佔10%
50,實踐大學,資訊科技與管理學系資安組(臺北校區)(050232),5,1,20%,甄試總成績學測佔10%
50,實踐大學,國際企業英語學士學位學程(臺北校區)(050242),20,20,100%,甄試總成績學測佔0%
50,實踐大學,智慧服務管理英語學士學位學程(臺北校區)(050252),23,23,100%,甄試總成績學測佔0%
50,實踐大學,東南亞智慧商務學士學位學程語言文化組(高雄校區)(050262),5,5,100%,甄試總成績學測佔0%
50,實踐大學,東南亞智慧商務學士學位學程雲端商務組(高雄校區)(050272),5,2,40%,甄試總成績學測佔0%
50,實踐大學,東南亞智慧商務學士學位學程流通管理組(高雄校區)(050282),5,1,20%,甄試總成績學測佔0%
50,實踐大學,行銷管理學系創客企劃組(高雄校區)(050292),1,1,100%,甄試總成績學測佔0%
50,實踐大學,行銷管理學系電商百貨管理組(高雄校區)(050302),1,1,100%,甄試總成績學測佔0%
50,實踐大學,行銷管理學系數位行銷與市調組(高雄校區)(050312),1,1,100%,甄試總成績學測佔0%
50,實踐大學,會計暨稅務學系經濟犯罪暨洗錢防制組(高雄校區)(050322),3,0,0%,甄試總成績學測佔0%
50,實踐大學,會計暨稅務學系財富管理組(高雄校區)(050332),3,3,100%,甄試總成績學測佔0%
50,實踐大學,會計暨稅務學系財務金融組(高雄校區)(050342),3,3,100%,甄試總成績學測佔0%
50,實踐大學,會計暨稅務學系會計AI組(高雄校區)(050352),3,3,100%,甄試總成績學測佔0%
50,實踐大學,國際企業管理學系外匯數位金融組(高雄校區)(050362),9,9,100%,甄試總成績學測佔0%
50,實踐大學,國際企業管理學系日韓商務行銷組(高雄校區)(050372),9,9,100%,甄試總成績學測佔0%
50,實踐大學,國際企業管理學系兩岸工商管理組(高雄校區)(050382),10,7,70%,甄試總成績學測佔0%
50,實踐大學,國際企業管理學系德國商務與投資組(高雄校區)(050392),9,9,100%,甄試總成績學測佔0%
50,實踐大學,金融管理學系數位金融組(高雄校區)(050402),9,9,100%,甄試總成績學測佔0%
50,實踐大學,金融管理學系金融實務組(高雄校區)(050412),10,8,80%,甄試總成績學測佔0%
50,實踐大學,金融管理學系金融商品組(高雄校區)(050422),9,4,44%,甄試總成績學測佔0%
50,實踐大學,金融管理學系財務數理組(高雄校區)(050432),7,7,100%,甄試總成績學測佔0%
50,實踐大學,資訊管理學系資訊安全管理組(高雄校區)(050442),4,3,75%,甄試總成績學測佔0%
50,實踐大學,資訊管理學系物聯網應用組(高雄校區)(050452),3,3,100%,甄試總成績學測佔0%
50,實踐大學,資訊管理學系雲端實務應用組(高雄校區)(050462),3,1,33%,甄試總成績學測佔0%
50,實踐大學,資訊科技與通訊學系App設計與物聯網應用組(高雄校區)(050472),1,1,100%,甄試總成績學測佔0%
50,實踐大學,資訊模擬與設計學系數位3D動畫設計組(高雄校區)(050482),7,7,100%,甄試總成績學測佔0%
50,實踐大學,資訊模擬與設計學系互動遊戲設計組(高雄校區)(050492),10,10,100%,甄試總成績學測佔0%
50,實踐大學,資訊模擬與設計學系AR/VR體感科技組(高雄校區)(050502),7,7,100%,甄試總成績學測佔0%
50,實踐大學,電腦動畫學士學位學程3D組(高雄校區)(050512),11,10,91%,甄試總成績學測佔0%
50,實踐大學,服飾設計與經營學系服裝與配件設計組(高雄校區)(050522),15,9,60%,甄試總成績學測佔0%
50,實踐大學,服飾設計與經營學系品牌經營與行銷組(高雄校區)(050532),14,10,71%,甄試總成績學測佔0%
50,實踐大學,服飾設計與經營學系數位3D服飾設計組(高雄校區)(050542),10,9,90%,甄試總成績學測佔0%
50,實踐大學,時尚設計學系藝術創作設計組(高雄校區)(050552),20,9,45%,甄試總成績學測佔0%
50,實踐大學,觀光管理學系餐飲暨旅館管理組(高雄校區)(050562),7,5,71%,甄試總成績學測佔0%
50,實踐大學,觀光管理學系旅運事業組(高雄校區)(050572),7,5,71%,甄試總成績學測佔0%
50,實踐大學,休閒產業管理學系休閒文創規劃組(高雄校區)(050582),7,7,100%,甄試總成績學測佔0%
50,實踐大學,休閒產業管理學系遊憩運動企劃組(高雄校區)(050592),7,7,100%,甄試總成績學測佔0%
50,實踐大學,休閒產業管理學系精品咖啡烘焙經營組(高雄校區)(050602),8,8,100%,甄試總成績學測佔0%
50,實踐大學,應用日文學系(高雄校區)(050612),10,2,20%,甄試總成績學測佔0%
50,實踐大學,應用日文學系商務組(高雄校區)(050622),10,10,100%,甄試總成績學測佔0%
50,實踐大學,應用日文學系翻譯組(高雄校區)(050632),10,9,90%,甄試總成績學測佔0%
50,實踐大學,應用日文學系實習組(高雄校區)(050642),10,10,100%,甄試總成績學測佔0%
50,實踐大學,音樂學系(臺北校區)(050652),26,26,100%,甄試總成績學測佔0%
50,實踐大學,時尚設計學系整體造型設計組(高雄校區)(050662),31,31,100%,甄試總成績學測佔0%
50,實踐大學,時尚設計學系視覺影像設計組(高雄校區)(050672),26,26,100%,甄試總成績學測佔0%
50,實踐大學,服飾設計與經營學系藝術創作設計組(高雄校區)(050682),38,33,87%,甄試總成績學測佔0%
50,實踐大學,電腦動畫學士學位學程2D組(高雄校區)(050692),20,20,100%,甄試總成績學測佔0%
50,實踐大學,電腦動畫學士學位學程2D3D通修組(高雄校區)(050702),18,18,100%,甄試總成績學測佔0%
50,實踐大學,資訊模擬與設計學系遊戲美術設計組(高雄校區)(050712),35,29,83%,甄試總成績學測佔0%
50,實踐大學,觀光管理學系運動觀光暨自然旅遊組(高雄校區)(050722),11,11,100%,甄試總成績學測佔0%
51,長榮大學,企業管理學系行銷組(051012),9,9,100%,
51,長榮大學,企業管理學系數位經營組(051022),10,10,100%,
51,長榮大學,企業管理學系產學合作組(051032),9,3,33%,
51,長榮大學,企業管理學系創新應用組(051042),9,8,89%,
51,長榮大學,國際企業學系跨境行銷組(051052),9,9,100%,
51,長榮大學,國際企業學系會展行銷組(051062),9,4,44%,
51,長榮大學,國際企業學系金融投資組(051072),9,7,78%,
51,長榮大學,國際企業學系航運物流組(051082),8,8,100%,
51,長榮大學,會計資訊學系會計應用組(051092),12,8,67%,
51,長榮大學,會計資訊學系稅務應用組(051102),10,6,60%,
51,長榮大學,會計資訊學系產業實習組(051112),9,8,89%,
51,長榮大學,航運管理學系(051122),59,51,86%,
51,長榮大學,土地管理與開發學系土地管理組(051132),14,6,43%,
51,長榮大學,土地管理與開發學系開發規劃組(051142),13,5,38%,
51,長榮大學,財務金融學系金融科技組(051152),8,8,100%,
51,長榮大學,財務金融學系投資資訊組(051162),9,8,89%,
51,長榮大學,財務金融學系金融理財組(051172),7,6,86%,
51,長榮大學,財務金融學系產業實習組(051182),9,9,100%,
51,長榮大學,財務金融學系(青年儲蓄帳戶組)(051192),2,0,0%,
51,長榮大學,觀光與餐飲管理學系觀光組(051202),10,6,60%,
51,長榮大學,觀光與餐飲管理學系餐飲組(051212),22,11,50%,
51,長榮大學,醫務管理學系醫療機構管理組(051222),5,3,60%,
51,長榮大學,醫務管理學系長照機構管理組(051232),8,6,75%,
51,長榮大學,醫務管理學系健康大數據組(051242),10,4,40%,
51,長榮大學,生物科技學系生技醫藥組(051252),9,9,100%,
51,長榮大學,生物科技學系生物檢測組(051262),10,4,40%,
51,長榮大學,生物科技學系(青年儲蓄帳戶組)(051272),2,0,0%,
51,長榮大學,健康心理學系(051282),29,5,17%,
51,長榮大學,保健營養學系(051292),22,6,27%,
51,長榮大學,護理學系A組(051302),21,13,62%,
51,長榮大學,護理學系B組(051312),5,4,80%,
51,長榮大學,護理學系C組(051322),5,5,100%,
51,長榮大學,醫藥科學產業學系(051332),24,7,29%,
51,長榮大學,職業安全與衛生學系職業安全衛生管理組(051342),12,12,100%,
51,長榮大學,職業安全與衛生學系職場健康促進管理組(051352),12,12,100%,
51,長榮大學,職業安全與衛生學系職業安全組(051362),11,9,82%,
51,長榮大學,職業安全與衛生學系職業衛生組(051372),11,9,82%,
51,長榮大學,食品安全衛生與檢驗學士學位學程食品安全管理組(051382),10,8,80%,
51,長榮大學,食品安全衛生與檢驗學士學位學程環境檢驗組(051392),7,4,57%,
51,長榮大學,食品安全衛生與檢驗學士學位學程食品檢驗組(051402),7,7,100%,
51,長榮大學,消防安全學士學位學程消防實務管理組(051412),10,12,120%,
51,長榮大學,消防安全學士學位學程火場鑑識組(051422),10,10,100%,
51,長榮大學,消防安全學士學位學程消防防災技術組(051432),7,7,100%,
51,長榮大學,綠能與環境資源學系綠能產業管理組(051442),11,11,100%,
51,長榮大學,綠能與環境資源學系綠能產業實務組(051452),5,5,100%,
51,長榮大學,綠能與環境資源學系綠能環境科技組(051462),12,8,67%,
51,長榮大學,無人機應用學士學位學程(051472),7,5,71%,
51,長榮大學,無人機應用學士學位學程(青年儲蓄帳戶組)(051482),2,0,0%,
51,長榮大學,大眾傳播學系(051492),35,9,26%,
51,長榮大學,翻譯學系A組(051502),16,5,31%,
51,長榮大學,翻譯學系B組(051512),14,9,64%,
51,長榮大學,社會工作學系A組(051522),13,3,23%,
51,長榮大學,社會工作學系B組(051532),13,5,38%,
51,長榮大學,社會工作學系C組(051542),13,13,100%,
51,長榮大學,社會工作學系(青年儲蓄帳戶組)(051552),2,0,0%,
51,長榮大學,醫學社會暨健康照護學士學位學程(051562),14,9,64%,
51,長榮大學,應用日語學系語文翻譯組(051572),15,5,33%,
51,長榮大學,應用日語學系國際觀光產業組(051582),18,13,72%,
51,長榮大學,應用哲學系公共參與組(051592),6,3,50%,
51,長榮大學,應用哲學系社會關懷組(051602),10,6,60%,
51,長榮大學,東南亞文化與產業學士學位學程產業與商貿組(051612),14,10,71%,
51,長榮大學,東南亞文化與產業學士學位學程觀光與旅遊組(051622),7,5,71%,
51,長榮大學,資訊暨設計學院學士班(不分系)(051632),5,5,100%,
51,長榮大學,數位媒體設計學系(051642),28,11,39%,
51,長榮大學,互動設計學系(051652),26,14,54%,
51,長榮大學,資訊管理學系大數據分析組(051662),16,4,25%,
51,長榮大學,資訊管理學系企業智慧組(051672),11,5,45%,
51,長榮大學,資訊工程學系(051682),29,13,45%,
51,長榮大學,美術學系藝術創作組(051692),12,12,100%,
51,長榮大學,美術學系應用藝術組(051702),7,5,71%,
51,長榮大學,書畫藝術學系甲組(051712),3,2,67%,
51,長榮大學,書畫藝術學系乙組(051722),4,2,50%,
51,長榮大學,台灣文化創意產業學士學位學程(051732),12,5,42%,
51,長榮大學,運動競技學系(051742),6,6,100%,
56,國立臺灣藝術大學,圖文傳播藝術學系(056012),14,6,43%,
56,國立臺灣藝術大學,廣播電視學系(056022),12,12,100%,
56,國立臺灣藝術大學,電影學系(056032),13,9,69%,
56,國立臺灣藝術大學,戲劇學系(056042),20,0,0%,
56,國立臺灣藝術大學,音樂學系(056052),47,41,87%,
56,國立臺灣藝術大學,中國音樂學系作曲組(056062),1,0,0%,
56,國立臺灣藝術大學,中國音樂學系聲樂組(056072),1,0,0%,
56,國立臺灣藝術大學,中國音樂學系管樂組(056082),5,5,100%,
56,國立臺灣藝術大學,中國音樂學系彈弦組(056092),5,5,100%,
56,國立臺灣藝術大學,中國音樂學系撥弦組(056102),5,5,100%,
56,國立臺灣藝術大學,中國音樂學系擦弦組(一)-胡琴(056112),8,8,100%,
56,國立臺灣藝術大學,中國音樂學系擦弦組(二)-低音擦弦(056122),3,3,100%,
56,國立臺灣藝術大學,中國音樂學系擊樂組(056132),2,2,100%,
56,國立臺灣藝術大學,美術學系(056142),11,11,100%,
56,國立臺灣藝術大學,書畫藝術學系(056152),14,14,100%,
56,國立臺灣藝術大學,雕塑學系(056162),13,0,0%,
56,國立臺灣藝術大學,古蹟藝術修護學系(056172),10,10,100%,
56,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程(056182),10,10,100%,
56,國立臺灣藝術大學,視覺傳達設計學系(056192),10,8,80%,
56,國立臺灣藝術大學,工藝設計學系(056202),12,12,100%,
56,國立臺灣藝術大學,多媒體動畫藝術學系(056212),10,10,100%,
56,國立臺灣藝術大學,舞蹈學系(056222),35,35,100%,
58,國立暨南國際大學,中國語文學系(058012),26,26,100%,
58,國立暨南國際大學,外國語文學系(058022),20,19,95%,
58,國立暨南國際大學,社會政策與社會工作學系(058032),19,15,79%,
58,國立暨南國際大學,公共行政與政策學系(058042),26,23,88%,
58,國立暨南國際大學,歷史學系(058052),19,10,53%,
58,國立暨南國際大學,東南亞學系(058062),24,13,54%,
58,國立暨南國際大學,國際企業學系(058072),27,24,89%,
58,國立暨南國際大學,經濟學系(058082),29,21,72%,
58,國立暨南國際大學,資訊管理學系(058092),26,26,100%,
58,國立暨南國際大學,資訊管理學系(資安組)(058102),5,1,20%,
58,國立暨南國際大學,財務金融學系(058112),30,18,60%,
58,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組(058122),10,10,100%,
58,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組(058132),9,9,100%,
58,國立暨南國際大學,管理學院學士班(058142),13,7,54%,
58,國立暨南國際大學,國際文教與比較教育學系(058152),23,13,57%,
58,國立暨南國際大學,教育政策與行政學系(058162),22,16,73%,
58,國立暨南國際大學,諮商心理與人力資源發展學系諮商心理組(058172),12,12,100%,
58,國立暨南國際大學,諮商心理與人力資源發展學系終身學習與人力資源發展組(058182),9,9,100%,
58,國立暨南國際大學,教育學院學士班教育科技與數位學習組(058192),5,5,100%,
58,國立暨南國際大學,教育學院學士班教育心理與輔導組(058202),5,3,60%,
58,國立暨南國際大學,資訊工程學系(058212),20,18,90%,
58,國立暨南國際大學,資訊工程學系(APCS組)(058222),3,3,100%,
58,國立暨南國際大學,資訊工程學系(資安組)(058232),5,1,20%,
58,國立暨南國際大學,土木工程學系(058242),19,13,68%,
58,國立暨南國際大學,電機工程學系(058252),34,19,56%,
58,國立暨南國際大學,應用化學系(058262),22,9,41%,
58,國立暨南國際大學,應用材料及光電工程學系(058272),26,16,62%,
58,國立暨南國際大學,科技學院學士班(058282),9,9,100%,
58,國立暨南國際大學,科技學院學士班(資安組)(058292),2,0,0%,
58,國立暨南國際大學,護理學系(058302),7,7,100%,
59,南華大學,財務金融學系(059012),32,26,81%,
59,南華大學,企業管理學系經營管理組(059022),7,6,86%,
59,南華大學,企業管理學系數位行銷組(059032),8,7,88%,
59,南華大學,企業管理學系創新創業組(059042),7,7,100%,
59,南華大學,企業管理學系服務業管理組(059052),7,7,100%,
59,南華大學,文化創意事業管理學系(059062),10,6,60%,
59,南華大學,文化創意事業管理學系數位出版營運組(059072),8,2,25%,
59,南華大學,文化創意事業管理學系藝文活動專案組(059082),8,3,38%,
59,南華大學,文化創意事業管理學系文創商品產銷組(059092),8,6,75%,
59,南華大學,旅遊管理學系(059102),10,10,100%,
59,南華大學,旅遊管理學系觀光遊憩組(059112),8,8,100%,
59,南華大學,旅遊管理學系旅館管理組(059122),6,6,100%,
59,南華大學,旅遊管理學系餐宴廚藝組(059132),10,10,100%,
59,南華大學,管理學院國際企業學士學位學程(059142),10,9,90%,
59,南華大學,管理學院國際企業學士學位學程國際數位行銷組(059152),6,6,100%,
59,南華大學,管理學院國際企業學士學位學程人工智慧商務組(059162),6,1,17%,
59,南華大學,生死學系社會工作組(059172),31,26,84%,
59,南華大學,生死學系殯葬服務組(059182),34,27,79%,
59,南華大學,生死學系諮商組(059192),29,21,72%,
59,南華大學,幼兒教育學系(059202),36,33,92%,
59,南華大學,文學系古典創新與教學組(059212),11,10,91%,
59,南華大學,文學系藝文創作組(059222),10,10,100%,
59,南華大學,文學系數位應用組(059232),10,6,60%,
59,南華大學,外國語文學系(059242),10,10,100%,
59,南華大學,外國語文學系外語導覽組(059252),10,6,60%,
59,南華大學,外國語文學系國際商務組(059262),5,5,100%,
59,南華大學,外國語文學系兒童美語教學組(059272),8,2,25%,
59,南華大學,應用社會學系社會學組(059282),18,7,39%,
59,南華大學,應用社會學系社會工作組(059292),10,10,100%,
59,南華大學,應用社會學系社會工作組長期照顧管理組(059302),10,10,100%,
59,南華大學,應用社會學系社會工作組兒少婦家庭組(059312),7,7,100%,
59,南華大學,傳播學系廣告公關新聞組(059322),11,11,100%,
59,南華大學,傳播學系數位影音製作組(059332),11,11,100%,
59,南華大學,傳播學系影劇表演藝術組(059342),11,11,100%,
59,南華大學,國際事務與企業學系(059352),10,7,70%,
59,南華大學,國際事務與企業學系外交與國際事務組(059362),10,7,70%,
59,南華大學,國際事務與企業學系公共事務與管理組(059372),11,10,91%,
59,南華大學,視覺藝術與設計學系繪畫文創組(059382),6,6,100%,
59,南華大學,視覺藝術與設計學系數位設計組(059392),6,6,100%,
59,南華大學,民族音樂學系展演創作組(059402),3,3,100%,
59,南華大學,民族音樂學系藝術管理組(059412),3,3,100%,
59,南華大學,建築學系社會組(059422),18,18,100%,
59,南華大學,建築學系自然組(059432),17,15,88%,
59,南華大學,產品與室內設計學系(059442),5,5,100%,
59,南華大學,產品與室內設計學系(青年儲蓄帳戶組)(059452),1,0,0%,
59,南華大學,資訊工程學系(059462),25,18,72%,
59,南華大學,資訊工程學系人工智慧組(059472),20,12,60%,
59,南華大學,資訊工程學系生醫資電組(059482),15,7,47%,
59,南華大學,自然生物科技學系(059492),18,10,56%,
59,南華大學,自然生物科技學系生技療癒組(059502),5,5,100%,
59,南華大學,自然生物科技學系產品研發組(059512),10,7,70%,
59,南華大學,資訊管理學系(059522),29,27,93%,
60,國立臺灣體育運動大學,體育學系(一般組)(060012),33,31,94%,
60,國立臺灣體育運動大學,休閒運動學系(一般組)(060022),9,9,100%,
60,國立臺灣體育運動大學,運動事業管理學系(060032),16,8,50%,
60,國立臺灣體育運動大學,運動健康科學學系(060042),29,14,48%,
60,國立臺灣體育運動大學,運動資訊與傳播學系(060052),15,13,87%,
60,國立臺灣體育運動大學,體育學系(青年儲蓄帳戶組)(060062),1,0,0%,
60,國立臺灣體育運動大學,體育學系(運動專長組)(060072),36,33,92%,
60,國立臺灣體育運動大學,休閒運動學系(休閒運動組)(060082),2,1,50%,
63,國立臺南藝術大學,藝術史學系(063012),15,15,100%,
63,國立臺南藝術大學,應用音樂學系(063022),27,27,100%,
63,國立臺南藝術大學,材質創作與設計系(063032),21,21,100%,
63,國立臺南藝術大學,應用音樂學系(青年儲蓄帳戶組)(063042),1,0,0%,
65,玄奘大學,社會工作學系(065012),26,6,23%,
65,玄奘大學,應用心理學系(065022),45,22,49%,
65,玄奘大學,法律學系(065032),36,12,33%,
65,玄奘大學,大眾傳播學系(065042),24,7,29%,
65,玄奘大學,影劇藝術學系(065052),10,3,30%,
65,玄奘大學,應用日語學系(065062),18,14,78%,
65,玄奘大學,餐旅管理學系(065072),14,0,0%,
65,玄奘大學,視覺傳達設計學系(065082),19,10,53%,
65,玄奘大學,藝術與創意設計學系(065092),18,13,72%,
65,玄奘大學,時尚設計學系(065102),13,5,38%,
79,真理大學,人文與資訊學系一般組(079012),7,3,43%,
79,真理大學,人文與資訊學系行銷實務組(079022),6,6,100%,
79,真理大學,人文與資訊學系數位應用組(079032),7,4,57%,
79,真理大學,宗教文化與資訊管理學系(079042),6,2,33%,
79,真理大學,宗教文化與資訊管理學系生死關懷組(079052),7,3,43%,
79,真理大學,宗教文化與資訊管理學系數位與文創組(079062),5,3,60%,
79,真理大學,英美語文學系一般組(079072),8,1,13%,
79,真理大學,英美語文學系英語暨華語教學組(079082),8,8,100%,
79,真理大學,英美語文學系傳播暨文化經貿組(079092),8,3,38%,
79,真理大學,英美語文學系導覽暨旅遊服務組(079102),8,0,0%,
79,真理大學,應用日語學系(079112),37,14,38%,
79,真理大學,台灣文學系一般組(079122),10,3,30%,
79,真理大學,台灣文學系語文傳播組(079132),10,3,30%,
79,真理大學,統計資訊與精算學系一般組(079142),12,5,42%,
79,真理大學,統計資訊與精算學系商業應用組(079152),11,9,82%,
79,真理大學,資訊工程學系資訊安全應用組(079162),8,7,88%,
